domain,source_term,zh_cn,count,status,en_reference,zh_reference,note
star_wars,firaxian tooth,费拉克萨之牙,4,review,tlk=StrRef 17206,,Manaan 本地酒名；按 Firaxa/Firaxan shark 统一译名
star_wars,Firith,菲里思,10,review,https://starwars.fandom.com/wiki/Firith_Me,,Firith Me 的简称；中文译名按项目暂定
star_wars,Firith Me,菲里思·米,4,review,https://starwars.fandom.com/wiki/Firith_Me,,Manaan 旅馆证人；中文译名按项目暂定
star_wars,Firith Me the Pazaak Player,帕扎克牌手菲里思·米,1,review,tlk=StrRef 32676,,KOTOR 任务标题；中文译名按项目暂定
star_wars,Firkrann,菲尔克兰,1,review,tlk=StrRef 6165,,光剑水晶名；中文译名按项目暂定
star_wars,Fizark,菲扎克,5,review,tlk=StrRef 27363,,Ward Fizark/Sharina Fizark 的姓氏；中文译名按项目暂定
star_wars,Force,原力,762,confirmed,https://starwars.fandom.com/wiki/The_Force/Legends,https://starwars.fandom.com/zh/wiki/%E5%8E%9F%E5%8A%9B,大小写相关；非星战专名的 force 需按普通含义翻译
star_wars,Force Adept,原力行家,1,review,https://starwars.fandom.com/wiki/Force_Adept,,原力使用者称呼；中文译名按项目暂定
star_wars,Force Field,力场,15,review,tlk=StrRef 12353,,屏障或力场装置；非原力能力时译“力场”
star_wars,Force Lightning,原力闪电,3,review,https://starwars.fandom.com/wiki/Force_lightning/Legends,,原力能力；中文译名按项目暂定
star_wars,Force Points,原力点数,19,review,https://strategywiki.org/wiki/Star_Wars:_Knights_of_the_Old_Republic/Force_powers#Force_points,,KOTOR/星战 d20 资源
star_wars,Force power,原力能力,68,review,https://starwars.fandom.com/wiki/Force_power,,规则文本；“原力异能”为备选译法
star_wars,Force Sensitive,原力敏感,11,review,tlk=StrRef 30218,,Force-sensitive 的空格写法；中文译名不额外区分
star_wars,Force-sensitive,原力敏感,3,review,tlk=StrRef 8272,,能感应原力的特质；中文译名按项目暂定
star_wars,Freeda,弗丽达,1,review,tlk=StrRef 24408,,Taris 下层城 NPC 标签；中文译名按项目暂定
star_wars,Freedon Nadd,弗里登·纳德,5,review,https://starwars.fandom.com/wiki/Freedon_Nadd,,古代西斯人物；中文译名按项目暂定
star_wars,Freyyr,弗雷尔,54,review,https://starwars.fandom.com/wiki/Freyyr,,Kashyyyk 伍基人角色
star_wars,Furko,弗科,2,review,tlk=StrRef 28904,,Furko Nellis 的名/标签；中文译名按项目暂定
star_wars,Furko Nellis,弗科·内利斯,1,review,tlk=StrRef 28904,,Tatooine 帕扎克牌手；中文译名按项目暂定
star_wars,Fyrth system,菲尔斯星系,2,review,tlk=StrRef 6158,,光剑水晶 Opila 说明中的星系；中文译名按项目暂定
star_wars,G5-623,G5-623,3,review,tlk=StrRef 10678,,Czerka Corporation 对 Kashyyyk/Edean 的贸易编号；保留编号
star_wars,Gaderffii,加德菲,3,review,https://starwars.fandom.com/wiki/Gaderffii/Legends,,塔斯肯武器；中文译名按项目暂定
star_wars,Gadon,加登,91,review,https://starwars.fandom.com/wiki/Gadon,,Hidden Bek 首领；全名 Gadon Thek
star_wars,Gadon Thek,加登·塞克,19,review,https://starwars.fandom.com/wiki/Gadon_Thek,,Hidden Bek 首领
star_wars,gaffi,加菲杖,30,review,tlk=StrRef 30110,,Sand People/Jawa 对 gaffi stick 的简称；与 Gaffi Stick 同译
star_wars,Gaffi Stick,加菲杖,12,review,https://starwars.fandom.com/wiki/Gaderffii/Legends,,Gaderffii 的俗称；中文译名按项目暂定
star_wars,gaffi stick,加菲杖,14,review,https://starwars.fandom.com/wiki/Gaderffii/Legends,,Gaffi Stick 小写写法；中文译名不额外区分
star_wars,Galactic Basic,银河基本语,2,review,https://starwars.fandom.com/wiki/Galactic_Basic_Standard,,语言名；完整名 Galactic Basic Standard
star_wars,galactic Basic,银河基本语,4,review,https://starwars.fandom.com/wiki/Galactic_Basic_Standard,,语言名大小写变体；同 Galactic Basic
star_wars,Galactic Republic,银河共和国,0,confirmed,https://starwars.fandom.com/wiki/Galactic_Republic/Legends,https://starwars.fandom.com/zh/wiki/%E9%93%B6%E6%B2%B3%E5%85%B1%E5%92%8C%E5%9B%BD,政体名
star_wars,Galas,加拉斯,6,review,tlk=StrRef 20365,,Manaan 失踪年轻塞尔卡斯人；中文译名按项目暂定
star_wars,Galaxy Droid,银河机器人,3,review,tlk=StrRef 9707,,Ebon Hawk 星图/旅行机器人标签；中文译名按项目暂定
star_wars,Galaxy Map,银河地图,3,review,tlk=StrRef 33571,,Ebon Hawk 航行/旅行地图标签；中文译名按项目暂定
star_wars,Galduran,加尔杜兰,2,review,tlk=StrRef 5757,,Calrissian's Utility Belt 说明人物；中文译名按项目暂定
star_wars,Galon,加隆,2,review,https://starwars.fandom.com/wiki/Galon_Lor,,Galon Lor 的名；中文译名按项目暂定
star_wars,Galon Lor,加隆·洛尔,1,review,https://starwars.fandom.com/wiki/Galon_Lor,,Korriban Sith Academy 学生/发掘者；中文译名按项目暂定
star_wars,Gamorrean,加莫人,51,review,https://starwars.fandom.com/wiki/Gamorrean,,物种；Gamorrean slaver 译“加莫奴隶贩子”
star_wars,Gamorrean Battleaxe,加莫人战斧,3,review,https://strategywiki.org/wiki/Star_Wars%3A_Knights_of_the_Old_Republic/Melee_weapons#Gamorrean_Battleaxe,,KOTOR 武器名；中文译名按项目暂定
star_wars,Gana,加娜,3,review,https://starwars.fandom.com/wiki/Gana_Lavin,,Gana Lavin 的名/标签；中文译名按项目暂定
star_wars,Gana Lavin,加娜·拉文,2,review,https://starwars.fandom.com/wiki/Gana_Lavin,,Taris 上层贵族女孩；中文译名按项目暂定
star_wars,Gandroff,甘德罗夫,7,review,tlk=StrRef 19001,,KOTOR 飞梭赛车手；中文译名按项目暂定
star_wars,Gar,加尔,3,review,https://starwars.fandom.com/wiki/Gar,,Dantooine 定居者；中文译名按项目暂定
star_wars,Garang,加朗,2,review,https://starwars.fandom.com/wiki/Garang,,Garang spaceport；中文译名按项目暂定
star_wars,Garm,加姆,10,review,tlk=StrRef 28281,,Garm Totryl 的简称；中文译名按项目暂定
star_wars,Garm Totryl,加姆·托特里尔,3,review,tlk=StrRef 28289,,Tatooine 一级飞梭赛车手；中文译名按项目暂定
star_wars,Garouk,加鲁克,8,review,https://starwars.fandom.com/wiki/Garouk,,Taris 上层酒馆老帕扎克牌手；中文译名按项目暂定
star_wars,gaxxan brain-slug,加克桑脑蛞蝓,3,review,tlk=StrRef 5713,,装备说明中的生物；中文译名按项目暂定
star_wars,Gelrood,格尔鲁德,6,review,https://starwars.fandom.com/wiki/Gelrood,,Taris 上层酒馆 Pazaak 牌手；中文译名按项目暂定
star_wars,Gendar,根达尔,27,review,tlk=StrRef 25170,,Taris 地下城流放者村首领；中文译名按项目暂定
star_wars,General Shop,杂货店,1,review,tlk=StrRef 33405,,地图目的地标签；中文译名按项目暂定
star_wars,Generator Droid,生成器机器人,1,review,tlk=StrRef 21412,,Star Forge 终局机器人标签；中文译名按项目暂定
star_wars,Genoharadan,基诺哈拉丹,104,review,https://starwars.fandom.com/wiki/GenoHaradan,,刺客组织
star_wars,Gerlon,格尔隆,15,review,https://starwars.fandom.com/wiki/Gerlon_Two-Fingers,,Taris 上层酒馆决斗者；中文译名按项目暂定
star_wars,Gerlon Two-Fingers,格尔隆·双指,7,review,https://starwars.fandom.com/wiki/Gerlon_Two-Fingers,,Taris 上层酒馆决斗者全称；中文译名按项目暂定
star_wars,Gizka,吉兹卡,88,review,https://starwars.fandom.com/wiki/Gizka,,生物名
star_wars,Gluupor,格卢波,81,review,https://starwars.fandom.com/wiki/Gluupor,,Manaan 审判支线角色
star_wars,Gluupor the Rodian,罗迪亚人格卢波,1,review,tlk=StrRef 32679,,KOTOR 任务标题；中文译名按项目暂定
star_wars,Gonto,贡托,2,review,tlk=StrRef 17263,,Manaan 酒吧情报 NPC；中文译名按项目暂定
star_wars,gorryl slug,戈里尔蛞蝓,1,review,tlk=StrRef 11864,,KOTOR 伍基人侮辱语；中文译名按项目暂定
star_wars,gorryl slugs,戈里尔蛞蝓,1,review,tlk=StrRef 11868,,gorryl slug 复数；中文译名按项目暂定
star_wars,Gorton,戈顿,8,review,tlk=StrRef 21850,,Gorton Colu 的简称；中文译名按项目暂定
star_wars,Gorton Colu,戈顿·科卢,5,review,tlk=StrRef 21858,,Taris 反异族联盟创立者；中文译名按项目暂定
star_wars,Gorwooken,戈伍肯,21,review,https://starwars.fandom.com/wiki/Gorwooken,,Kashyyyk 大步道升降篮看守；中文译名按项目暂定
star_wars,Great Beast,巨兽,19,review,tlk=StrRef 11947,,Kashyyyk 仪式狩猎中的生物称呼；中文译名按项目暂定
star_wars,Great Champion,伟大冠军,2,review,tlk=StrRef 30538,,Rakata 对 The One 的称号；中文译名按项目暂定
star_wars,Great Hyperspace War,超空间大战,8,review,https://starwars.fandom.com/wiki/Great_Hyperspace_War,,历史事件；中文译名按项目暂定
star_wars,Great Walkway,大步道,4,review,tlk=StrRef 10950,,Kashyyyk 区域/地图目的地；中文译名按项目暂定
star_wars,Greeta,格里塔,8,review,tlk=StrRef 27542,,Tatooine 泽卡补给店经理；全名 Greeta Holda
star_wars,Greeta Holda,格里塔·霍尔达,1,review,tlk=StrRef 29170,,Tatooine 泽卡补给店经理；中文译名按项目暂定
star_wars,Griff,格里夫,91,review,https://starwars.fandom.com/wiki/Griff_Vao,,Mission Vao 的哥哥
star_wars,Grrrwahrr,格鲁瓦尔,6,review,tlk=StrRef 12812,,Kashyyyk 受伤伍基猎手；中文译名按项目暂定
star_wars,Guardian Droid,守卫机器人,2,review,tlk=StrRef 9417,,Dantooine 遗迹守卫机器人标签；中文译名按项目暂定
star_wars,Guld,古尔德,26,review,https://starwars.fandom.com/wiki/Handon_Guld,,Handon Guld 的姓氏；中文译名按项目暂定
star_wars,Gungis X Weapons,冈吉斯 X 武器公司,2,review,tlk=StrRef 5997,,KOTOR 武器说明中的公司；中文译名按项目暂定
star_wars,Gurke,古尔克,38,review,tlk=StrRef 27794,,Tatooine 猎人会所加莫人猎手；中文译名按项目暂定
star_wars,Gurney,格尼,3,review,https://starwars.fandom.com/wiki/Gurney,,Zelka Forn 的助手；中文译名按项目暂定
star_wars,Handon,汉登,65,review,https://starwars.fandom.com/wiki/Handon_Guld,,Handon Guld 的简称；中文译名按项目暂定
star_wars,Handon Guld,汉登·古尔德,17,review,https://starwars.fandom.com/wiki/Handon_Guld,,Dantooine 谋杀案支线角色；中文译名按项目暂定
star_wars,Handon's Story,汉登的说法,1,review,tlk=StrRef 32682,,KOTOR 任务标题；中文译名按项目暂定
star_wars,Hartoth,哈托斯,1,review,tlk=StrRef 3725,,乔利故事中疑似 Jedi Master Hortath 的误记名；中文译名按项目暂定
star_wars,Heavy Blaster,重型爆能枪,6,review,tlk=StrRef 6096,,KOTOR 武器名；中文译名按项目暂定
star_wars,Heavy Blaster Pistol,重型爆能手枪,2,review,https://strategywiki.org/wiki/Star_Wars%3A_Knights_of_the_Old_Republic/Blaster_pistols#Heavy_Blaster_Pistol,,KOTOR 武器名；中文译名按项目暂定
star_wars,Heavy Defense Turret,重型防御炮塔,3,review,tlk=StrRef 5563,,KOTOR 防御炮塔标签；中文译名按项目暂定
star_wars,Heavy Repeating Blaster,重型连发爆能枪,3,review,tlk=StrRef 6091,,KOTOR 武器名；中文译名按项目暂定
star_wars,Helena,海伦娜,9,review,https://starwars.fandom.com/wiki/Helena_Shan,,Bastila Shan 的母亲；全名 Helena Shan
star_wars,Hendar,亨达尔,16,review,tlk=StrRef 25196,,Taris 地下城流放者村民；中文译名按项目暂定
star_wars,Hero's Cross,英雄十字勋章,3,review,https://starwars.fandom.com/wiki/Hero%27s_Cross,,Sunry 的战功勋章；中文译名按项目暂定
star_wars,Hester,赫斯特,2,review,tlk=StrRef 25428,,Taris 地下城亨达尔事件相关村民；中文译名按项目暂定
star_wars,Hidden Bek,隐秘贝克帮,38,review,https://starwars.fandom.com/wiki/Hidden_Beks,,Taris 帮派名；Bek/Beks 需统一
star_wars,Hidden Beks,隐秘贝克帮,50,review,https://starwars.fandom.com/wiki/Hidden_Beks,,Taris 帮派名复数形式；中文译名不额外标复数
star_wars,Hidden Hunters,隐匿猎手,1,review,tlk=StrRef 32685,,KOTOR 任务标题；中文译名按项目暂定
star_wars,High Council,最高委员会,1,review,https://starwars.fandom.com/wiki/Jedi_High_Council/Legends,,Jedi High Council 语境；中文译名按项目暂定
star_wars,Hijata,希贾塔,5,review,https://starwars.fandom.com/wiki/Hijata,,Korriban Sith Academy 学生；中文译名按项目暂定
star_wars,HK-47,HK-47,72,review,https://starwars.fandom.com/wiki/HK-47,,机器人名保留型号
star_wars,Hold Out Blaster,袖珍爆能枪,4,review,tlk=StrRef 6083,,KOTOR 武器名；中文译名按项目暂定
star_wars,Holda,霍尔达,1,review,tlk=StrRef 29170,,Greeta Holda 的姓氏；中文译名按项目暂定
star_wars,Holdan,霍尔丹,37,review,https://starwars.fandom.com/wiki/Holdan,,Taris 迪娅支线角色；中文译名按项目暂定
star_wars,Holder of the Laws,持法者,10,review,tlk=StrRef 11273,,Rwookrrorro 伍基传统职位；中文译名按项目暂定
star_wars,holo-interface,全息接口,1,review,tlk=StrRef 12571,,Kashyyyk 古代设施接口；中文译名按项目暂定
star_wars,holocron,全息记录仪,61,review,https://starwars.fandom.com/wiki/Holocron,,星战信息存储装置；中文译名按项目暂定
star_wars,holocron-interface,全息记录仪接口,1,review,tlk=StrRef 12471,,Kashyyyk 古代设施接口；中文译名按项目暂定
star_wars,holodisc,全息碟,1,review,tlk=StrRef 3886,,乔利提到的全息记录介质；未查到稳定独立网页条目
star_wars,homing system,归航系统,5,review,tlk=StrRef 9783,,HK-47 记忆恢复/归航机制；中文译名按项目暂定
star_wars,Honest Debt,诚实债务,1,review,tlk=StrRef 32700,,KOTOR 任务标题；中文译名按项目暂定
star_wars,Hoot Calin,胡特·卡林,1,review,tlk=StrRef 5794,,机器人装甲说明中的工程师；中文译名按项目暂定
star_wars,Horn Kath Hound,角卡斯猎犬,1,review,https://starwars.fandom.com/wiki/Horn_kath_hound,,Kath hound 变种；中文译名按项目暂定
star_wars,Hortath,霍塔斯,13,review,tlk=StrRef 3725,,乔利故事中的绝地大师；中文译名按项目暂定
star_wars,Hortuth Berries,霍图斯浆果,1,review,tlk=StrRef 12347,,Kashyyyk 植物果实；中文译名按项目暂定
star_wars,Hortuth Vine,霍图斯藤,1,review,tlk=StrRef 12355,,Kashyyyk 植物标签；中文译名按项目暂定
star_wars,Hrakert Rift,赫拉克特裂谷,27,review,https://starwars.fandom.com/wiki/Hrakert_Rift,,Manaan 海底区域
star_wars,Hrakert rift,赫拉克特裂谷,1,review,https://starwars.fandom.com/wiki/Hrakert_Rift,,Hrakert Rift 小写变体
star_wars,Hrakert Scientific Research facility,赫拉克特科学研究设施,1,review,tlk=StrRef 19605,,Hrakert Rift 中的共和国研究设施称呼；中文译名按项目暂定
star_wars,Hrakert Station,赫拉克特站,3,review,https://starwars.fandom.com/wiki/Hrakert_Station,,Manaan 海底设施
star_wars,Hudrow,赫德罗,10,review,https://starwars.fandom.com/wiki/Hudrow,,Davik Kang 的 Ebon Hawk 前飞行员；中文译名按项目暂定
star_wars,Hukta,胡克塔,32,review,https://starwars.fandom.com/wiki/Hukta_Jax,,Hukta Jax 的名；中文译名按项目暂定
star_wars,Hukta Dax,胡克塔·贾克斯,1,review,https://starwars.fandom.com/wiki/Hukta_Jax,,KOTOR 原文拼写变体；按 Hukta Jax 统一译名
star_wars,Hukta Jax,胡克塔·贾克斯,18,review,https://starwars.fandom.com/wiki/Hukta_Jax,,Manaan 飞梭赛车手；中文译名按项目暂定
star_wars,Hunter's License,狩猎许可证,1,review,tlk=StrRef 28217,,Hunter's Lodge 标签中的狩猎许可物品；同 hunting license
star_wars,Hunter's Lodge,猎人会所,4,review,tlk=StrRef 9678,,Anchorhead 地图目的地标签；中文译名按项目暂定
star_wars,hunting license,狩猎许可证,11,review,tlk=StrRef 27012,,Anchorhead 出城/狩猎通行凭证；中文译名按项目暂定
star_wars,Hurka,赫卡,1,review,tlk=StrRef 16937,,Leviathan 医疗舱西斯少校；未查到稳定独立网页条目
star_wars,Hutt,赫特人,69,review,https://starwars.fandom.com/wiki/Hutt,,物种/黑帮族群
star_wars,Hutt space,赫特空间,4,review,https://starwars.fandom.com/wiki/Hutt_Space/Legends,,星区/势力范围；中文译名按项目暂定
star_wars,Hutt-slug,赫特蛞蝓,2,review,https://starwars.fandom.com/wiki/Hutt,,含 Hutt 的贬称；中文译名按项目暂定
star_wars,Hutt-slugs,赫特蛞蝓,1,review,https://starwars.fandom.com/wiki/Hutt,,Hutt-slug 复数；中文译名不额外标复数
star_wars,Hutt-spawn,赫特人崽子,3,review,https://starwars.fandom.com/wiki/Hutt,,含 Hutt 的贬称；中文译名按项目暂定
star_wars,Hutts,赫特人,7,review,https://starwars.fandom.com/wiki/Hutt,,Hutt 复数不额外标复数
star_wars,HYDROLIUM,氢洛,1,review,tlk=StrRef 21050,,Hydrolium 终端全大写变体
star_wars,Hydrolium,氢洛,6,review,tlk=StrRef 20880,,Hrakert Rift 科尔托采收机燃料；中文译名按项目暂定
star_wars,Hydrolium gas,氢洛气,3,review,tlk=StrRef 20880,,Hrakert Rift 科尔托采收机燃料气态形式；中文译名按项目暂定
star_wars,Ice,冰女,20,review,https://starwars.fandom.com/wiki/Ice_%28duelist%29,,Taris 上层酒馆决斗者外号；普通 ice/冰柱语境不适用
star_wars,Igear,伊吉尔,7,review,tlk=StrRef 25208,,Taris 地下城流放者村打捞商人；中文译名按项目暂定
star_wars,Ignus,伊格纳斯,9,review,https://starwars.fandom.com/wiki/Ignus,,Manaan 旅馆老板兼森里案证人；中文译名按项目暂定
star_wars,Ignus the Hotel Owner,酒店老板伊格纳斯,1,review,tlk=StrRef 32709,,KOTOR 任务标题；中文译名按项目暂定
star_wars,Ilsa,伊尔莎,3,review,https://starwars.fandom.com/wiki/Ilsa,,Dantooine Mandalorian raider 支线遇害者；中文译名按项目暂定
star_wars,Infected Outcasts,受感染的流放者,1,review,tlk=StrRef 32712,,KOTOR 任务标题；中文译名按项目暂定
star_wars,Infinite Empire,无限帝国,37,review,https://starwars.fandom.com/wiki/Infinite_Empire,,拉卡塔古代帝国
star_wars,information retrieval droid,信息检索机器人,8,review,https://starwars.fandom.com/wiki/Information_retrieval_droid,,星战信息检索机器人类型；中文译名按项目暂定
star_wars,Injured Sith Trooper,受伤的西斯士兵,1,review,tlk=StrRef 31192,,Star Forge/Temple 内部西斯士兵标签；中文译名按项目暂定
star_wars,Insane Selkath,疯狂的塞尔卡斯人,6,review,tlk=StrRef 20643,,Hrakert Station 敌人标签；中文译名按项目暂定
star_wars,Inside the Vulkar Base,火神帮基地内部,1,review,tlk=StrRef 32716,,KOTOR 任务标题；中文译名按项目暂定
star_wars,Interloper,闯入者,8,review,tlk=StrRef 30538,,Rakata 对玩家/外来者的称呼；普通 interloper 按上下文
star_wars,Investigate Ruins,调查遗迹,1,review,tlk=StrRef 32722,,KOTOR 任务标题；中文译名按项目暂定
star_wars,Ion Blaster,离子爆能枪,4,review,tlk=StrRef 6109,,KOTOR 武器名；中文译名按项目暂定
star_wars,Ion Grenade,离子手雷,2,review,tlk=StrRef 6113,,KOTOR 武器名；中文译名按项目暂定
star_wars,Ion Rifle,离子步枪,3,review,tlk=StrRef 6115,,KOTOR 武器名；中文译名按项目暂定
star_wars,Ion Turret,离子炮塔,3,review,tlk=StrRef 20652,,Hrakert Station 炮塔标签；中文译名按项目暂定
star_wars,Iriaz,伊里亚兹,26,review,https://starwars.fandom.com/wiki/Iriaz,,丹图因星群居兽；中文译名按项目暂定
star_wars,Iridian Plague,伊里迪亚瘟疫,1,review,tlk=StrRef 24696,,米申描述 Calo Nord 杀人数的疾病比喻；中文译名按项目暂定
star_wars,Iridonia,伊里多尼亚,1,review,https://starwars.fandom.com/wiki/Iridonia/Legends,,Zabrak 母星；中文译名按项目暂定
star_wars,Iridorian,伊里多尼亚人,13,review,tlk=StrRef 17252,,KOTOR/Manaan 雇佣兵族群称呼；中文译名按项目暂定
star_wars,Iridorians,伊里多尼亚人,8,review,tlk=StrRef 17256,,Iridorian 复数不额外标复数
star_wars,Ithorak,伊索拉克,43,review,https://starwars.fandom.com/wiki/Ithorak_Guldar,,Manaan 角色
star_wars,Ithorian,伊索人,17,review,https://starwars.fandom.com/wiki/Ithorian,,物种；“伊索里亚人”为备选译法
star_wars,Ithorians,伊索人,2,review,https://starwars.fandom.com/wiki/Ithorian,,物种复数；中文译名不额外标复数
star_wars,Ixlis,伊克斯利斯,2,review,tlk=StrRef 19174,,Yortal Ixlis 的姓氏/标签；中文译名按项目暂定
star_wars,Iziz,伊齐兹,47,review,tlk=StrRef 27193,,Tatooine Anchorhead 门口的贾瓦人首领；中文译名按项目暂定
star_wars,Jaarak,贾拉克,43,review,https://starwars.fandom.com/wiki/Jaarak,,Rwookrrorro 伍基人角色；中文译名按项目暂定
star_wars,Jagi,贾吉,15,review,https://starwars.fandom.com/wiki/Jagi,,Canderous 相关支线角色
star_wars,Jagi's Challenge,贾吉的挑战,1,review,tlk=StrRef 32726,,KOTOR 任务标题；中文译名按项目暂定
star_wars,Jamoh Hogra,贾莫·霍格拉,9,review,tlk=StrRef 5688,,装备说明人物；中文译名按项目暂定
star_wars,Janice,珍妮丝,12,review,https://starwars.fandom.com/wiki/Janice_Nall,,Janice Nall 的简称；中文译名按项目暂定
star_wars,Janice Nall,珍妮丝·纳尔,8,review,https://starwars.fandom.com/wiki/Janice_Nall,,Taris Upper City 机器人商人；中文译名按项目暂定
star_wars,Janos,贾诺斯,34,review,https://starwars.fandom.com/wiki/Janos_Wertka,,Czerka Corporation 在 Kashyyyk 的负责人；中文译名按项目暂定
star_wars,Jarak,贾拉克,2,review,https://starwars.fandom.com/wiki/Jaarak,,KOTOR 原文拼写变体；按 Jaarak 统一译名
star_wars,Jarg,贾格,4,review,https://starwars.fandom.com/wiki/Jarg,,Dantooine Matale/Sandral 支线标签人物；中文译名按项目暂定
star_wars,Javyar's cantina,贾维亚酒馆,10,review,https://starwars.fandom.com/wiki/Javyar%27s_Cantina,,Taris 下层城酒馆；中文译名按项目暂定
star_wars,Jawa,贾瓦人,34,review,https://starwars.fandom.com/wiki/Jawa/Legends,,Tatooine 物种；中文译名按项目暂定
star_wars,Jawas,贾瓦人,1,review,https://starwars.fandom.com/wiki/Jawa/Legends,,Jawa 复数写法；中文译名不额外标复数
star_wars,Jedi,绝地,1313,confirmed,https://starwars.fandom.com/wiki/Jedi,https://starwars.fandom.com/zh/wiki/%E7%BB%9D%E5%9C%B0,泛指绝地成员或绝地一方；Jedi Knight 另译绝地武士
star_wars,Jedi Academy,绝地学院,7,review,https://starwars.fandom.com/wiki/Jedi_academy,,绝地训练机构；Dantooine 语境可与绝地飞地并存
star_wars,Jedi Code,绝地准则,23,review,https://starwars.fandom.com/wiki/Jedi_Code,,绝地信条/准则；中文译名按项目暂定
star_wars,Jedi code,绝地准则,9,review,https://starwars.fandom.com/wiki/Jedi_Code,,Jedi Code 小写变体
star_wars,Jedi Compound Courtyard,绝地大院庭院,3,review,tlk=StrRef 9696,,Dantooine 地图目的地标签；中文译名按项目暂定
star_wars,Jedi Council,绝地委员会,141,review,https://starwars.fandom.com/wiki/Jedi_Council,,组织机构
star_wars,Jedi Council Chamber,绝地委员会厅,1,review,tlk=StrRef 33407,,Dantooine Jedi Enclave 地图目的地标签；中文译名按项目暂定
star_wars,Jedi Enclave,绝地飞地,21,review,https://starwars.fandom.com/wiki/Jedi_Enclave,,Dantooine 地点；“绝地据点”为备选译法
star_wars,Jedi Knight,绝地武士,0,confirmed,https://starwars.fandom.com/wiki/Jedi_Knight,https://starwars.fandom.com/zh/wiki/%E7%BB%9D%E5%9C%B0%E6%AD%A6%E5%A3%AB,职业/身份名；不要译作杰迪
star_wars,Jedi Master,绝地大师,0,confirmed,https://starwars.fandom.com/wiki/Jedi_Master,https://starwars.fandom.com/zh/wiki/%E7%BB%9D%E5%9C%B0%E5%A4%A7%E5%B8%88,头衔；Master 单独出现时按上下文处理
star_wars,Jedi Order,绝地武士团,54,review,https://starwars.fandom.com/wiki/Jedi_Order,,组织名；正文中可按语境简称绝地
star_wars,Jedi Quarter,绝地区,1,review,tlk=StrRef 33391,,Dantooine Jedi Enclave 地图目的地标签；中文译名按项目暂定
star_wars,Jedi Tooka,绝地图卡,1,review,tlk=StrRef 8475,,Dantooine 谋杀案支线提及的绝地；中文译名按项目暂定
star_wars,Jedi Trials,绝地试炼,1,review,tlk=StrRef 32730,,KOTOR 任务标题；中文译名按项目暂定
star_wars,Jedi Way,绝地之道,5,review,tlk=StrRef 12100,,乔利对绝地道路/修行方式的称呼；中文译名按项目暂定
star_wars,Jenruax,珍鲁阿克斯,1,review,tlk=StrRef 6159,,光剑水晶名；中文译名按项目暂定
star_wars,Jergan,杰根,4,review,https://starwars.fandom.com/wiki/Jergan,,Taris 上层酒馆骗子；中文译名按项目暂定
star_wars,Jhosa,乔萨,4,review,https://starwars.fandom.com/wiki/Jhosa,,Manaan 森里案法官；中文译名按项目暂定
star_wars,Jigger Wraith,吉格·雷斯,2,review,tlk=StrRef 6071,,KOTOR 武器说明中的赏金猎人；中文译名按项目暂定
star_wars,Jolee,乔利,131,review,https://starwars.fandom.com/wiki/Jolee,,角色名；全名 Jolee Bindo
star_wars,Jolee Bindo,乔利·宾多,14,review,https://starwars.fandom.com/wiki/Jolee_Bindo,,队友 Jolee 的全名
star_wars,Jolee's Request,乔利的请求,1,review,tlk=StrRef 32753,,KOTOR 任务标题；中文译名按项目暂定
star_wars,Jon,乔恩,10,review,https://starwars.fandom.com/wiki/Jon,,Dantooine 曼达洛人袭击者支线角色；中文译名按项目暂定
star_wars,Jorak,乔拉克,25,review,https://starwars.fandom.com/wiki/Jorak_Uln,,Jorak Uln 的简称；中文译名按项目暂定
star_wars,Jorak Uln,乔拉克·乌尔恩,14,review,https://starwars.fandom.com/wiki/Jorak_Uln,,Korriban Sith Academy 前任大师；中文译名按项目暂定
star_wars,Jordo,乔多,6,review,tlk=StrRef 4133,,Carth 在 Korriban 遇到的旧识；未查到稳定独立网页条目
star_wars,Judge Shelkar,谢尔卡法官,4,review,https://starwars.fandom.com/wiki/Shelkar,,Manaan 塞尔卡斯人法官；中文译名按项目暂定
star_wars,Juhani,茱哈妮,136,confirmed,https://starwars.fandom.com/wiki/Juhani,https://starwars.fandom.com/zh/wiki/%E8%8C%B1%E5%93%88%E5%A6%AE,角色名
star_wars,jung-ju tree,琼朱树,1,review,tlk=StrRef 5655,,装备用材料；中文译名按项目暂定
star_wars,Junix,朱尼克斯,2,review,tlk=StrRef 29050,,Junix Nard 的名/标签；中文译名按项目暂定
star_wars,Junix Nard,朱尼克斯·纳德,1,review,tlk=StrRef 29050,,Tatooine 酒馆老板/酒馆名；中文译名按项目暂定
star_wars,Jurgan Kalta,尤尔甘·卡尔塔,14,review,tlk=StrRef 5712,,装备说明人物；中文译名按项目暂定
star_wars,K-X12 Battle Droid,K-X12 战斗机器人,4,review,tlk=StrRef 29857,,Tanis/Marlena 支线的联网战斗机器人；型号保留
star_wars,K-X12 Battle Droid Interface,K-X12 战斗机器人接口,4,review,tlk=StrRef 29453,,Tanis/Marlena 支线机器人维修界面；型号保留
star_wars,K-X12 series,K-X12 系列,4,review,tlk=StrRef 29455,,Tanis/Marlena 支线战斗机器人系列；型号保留
star_wars,Kadir,卡迪尔,5,review,tlk=StrRef 21668,,Taris 公寓楼清洁工；中文译名按项目暂定
star_wars,Kaeira,凯拉,3,review,tlk=StrRef 26970,,Hidden Bek 基地守卫；中文译名按项目暂定
